date,geoRegion,entries,pop,sumTotal,per100Persons,per100Persons_mean7d,per100PersonsTotal,mean7d,type,version,granularity
2020-12-29,BL,55,290969,119,0.02,0.01,0.04,36.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2020-12-30,BL,135,290969,254,0.05,0.01,0.09,36.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2020-12-31,BL,0,290969,254,0,0.01,0.09,36.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-01,BL,1,290969,255,0,0.02,0.09,62.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-02,BL,1,290969,256,0,0.03,0.09,86.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-03,BL,0,290969,256,0,0.04,0.09,111.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-04,BL,243,290969,499,0.08,0.06,0.17,186.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-05,BL,224,290969,723,0.08,0.08,0.25,232.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-06,BL,312,290969,1035,0.11,0.08,0.36,232.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-07,BL,527,290969,1562,0.18,0.08,0.54,232.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-08,BL,320,290969,1882,0.11,0.1,0.65,278,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-09,BL,0,290969,1882,0,0.11,0.65,325.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-10,BL,0,290969,1882,0,0.13,0.65,383.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-11,BL,563,290969,2445,0.19,0.14,0.84,393.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-12,BL,558,290969,3003,0.19,0.15,1.03,429.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-13,BL,714,290969,3717,0.25,0.15,1.28,429.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-14,BL,599,290969,4316,0.21,0.15,1.48,429.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-15,BL,573,290969,4889,0.2,0.16,1.68,451.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-16,BL,0,290969,4889,0,0.16,1.68,473.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-17,BL,0,290969,4889,0,0.16,1.68,474.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-18,BL,718,290969,5607,0.25,0.17,1.93,488,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-19,BL,711,290969,6318,0.24,0.17,2.17,497.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-20,BL,720,290969,7038,0.25,0.17,2.42,497.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-21,BL,694,290969,7732,0.24,0.17,2.66,497.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-22,BL,640,290969,8372,0.22,0.16,2.88,471.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-23,BL,0,290969,8372,0,0.15,2.88,427.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-24,BL,0,290969,8372,0,0.13,2.88,391.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-25,BL,537,290969,8909,0.18,0.15,3.06,428.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-26,BL,401,290969,9310,0.14,0.15,3.2,437.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-27,BL,467,290969,9777,0.16,0.15,3.36,437.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-28,BL,954,290969,10731,0.33,0.15,3.69,437.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-29,BL,702,290969,11433,0.24,0.16,3.93,468.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-30,BL,0,290969,11433,0,0.18,3.93,518,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-01-31,BL,0,290969,11433,0,0.2,3.93,575.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-01,BL,755,290969,12188,0.26,0.19,4.19,546.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-02,BL,748,290969,12936,0.26,0.19,4.45,554.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-03,BL,870,290969,13806,0.3,0.19,4.74,554.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-04,BL,750,290969,14556,0.26,0.19,5,554.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-05,BL,758,290969,15314,0.26,0.19,5.26,544.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-06,BL,0,290969,15314,0,0.2,5.26,565.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-07,BL,0,290969,15314,0,0.2,5.26,566.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-08,BL,688,290969,16002,0.24,0.21,5.5,608.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-09,BL,890,290969,16892,0.31,0.22,5.81,641.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-10,BL,880,290969,17772,0.3,0.22,6.11,641.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-11,BL,1044,290969,18816,0.36,0.22,6.47,641.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-12,BL,988,290969,19804,0.34,0.23,6.81,677.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-13,BL,0,290969,19804,0,0.23,6.81,673.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-14,BL,0,290969,19804,0,0.24,6.81,703.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-15,BL,940,290969,20744,0.32,0.25,7.13,717.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-16,BL,864,290969,21608,0.3,0.25,7.43,720.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-17,BL,1091,290969,22699,0.37,0.25,7.8,720.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-18,BL,1139,290969,23838,0.39,0.25,8.19,720.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-19,BL,1007,290969,24845,0.35,0.25,8.54,720.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-20,BL,0,290969,24845,0,0.25,8.54,727.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-21,BL,0,290969,24845,0,0.24,8.54,714.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-22,BL,944,290969,25789,0.32,0.23,8.86,683.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-23,BL,911,290969,26700,0.31,0.23,9.18,673.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-24,BL,1003,290969,27703,0.34,0.23,9.52,673.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-25,BL,921,290969,28624,0.32,0.23,9.84,673.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-26,BL,935,290969,29559,0.32,0.22,10.16,655,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-27,BL,0,290969,29559,0,0.23,10.16,665.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-02-28,BL,0,290969,29559,0,0.23,10.16,658.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-01,BL,815,290969,30374,0.28,0.22,10.44,636.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-02,BL,986,290969,31360,0.34,0.21,10.78,620.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-03,BL,952,290969,32312,0.33,0.21,11.1,620.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-04,BL,769,290969,33081,0.26,0.21,11.37,620.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-05,BL,822,290969,33903,0.28,0.21,11.65,610,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-06,BL,0,290969,33903,0,0.2,11.65,574,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-07,BL,1,290969,33904,0,0.19,11.65,567.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-08,BL,740,290969,34644,0.25,0.19,11.91,571.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-09,BL,734,290969,35378,0.25,0.2,12.16,580.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-10,BL,907,290969,36285,0.31,0.2,12.47,580.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-11,BL,794,290969,37079,0.27,0.2,12.74,580,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-12,BL,885,290969,37964,0.3,0.23,13.05,683.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-13,BL,0,290969,37964,0,0.28,13.05,807.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-14,BL,0,290969,37964,0,0.31,13.05,901.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-15,BL,1465,290969,39429,0.5,0.34,13.55,988.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-16,BL,1603,290969,41032,0.55,0.36,14.1,1049.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-17,BL,1561,290969,42593,0.54,0.36,14.64,1060.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-18,BL,1403,290969,43996,0.48,0.36,15.12,1060.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-19,BL,1316,290969,45312,0.45,0.39,15.57,1125.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-20,BL,73,290969,45385,0.03,0.39,15.6,1136.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-21,BL,0,290969,45385,0,0.42,15.6,1211.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-22,BL,1921,290969,47306,0.66,0.44,16.26,1285.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-23,BL,1684,290969,48990,0.58,0.46,16.84,1334.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-24,BL,2085,290969,51075,0.72,0.46,17.55,1324.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-25,BL,1920,290969,52995,0.66,0.46,18.21,1324.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-26,BL,1660,290969,54655,0.57,0.44,18.78,1267.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-27,BL,0,290969,54655,0,0.43,18.78,1246.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-28,BL,0,290969,54655,0,0.4,18.78,1164.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-29,BL,1524,290969,56179,0.52,0.39,19.31,1127.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-30,BL,1537,290969,57716,0.53,0.31,19.84,890.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-03-31,BL,1510,290969,59226,0.52,0.31,20.35,892,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-01,BL,1661,290969,60887,0.57,0.31,20.93,892,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-02,BL,0,290969,60887,0,0.23,20.93,674.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-03,BL,12,290969,60899,0,0.25,20.93,718.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-04,BL,0,290969,60899,0,0.26,20.93,766.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-05,BL,0,290969,60899,0,0.26,20.93,771.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-06,BL,1849,290969,62748,0.64,0.34,21.57,977.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-07,BL,1846,290969,64594,0.63,0.34,22.2,976.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-08,BL,1696,290969,66290,0.58,0.34,22.78,976.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-09,BL,1442,290969,67732,0.5,0.49,23.28,1424,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-10,BL,0,290969,67732,0,0.56,23.28,1617.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-11,BL,0,290969,67732,0,0.62,23.28,1796.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-12,BL,3135,290969,70867,1.08,0.7,24.36,2031.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-13,BL,3205,290969,74072,1.1,0.78,25.46,2272.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-14,BL,3095,290969,77167,1.06,0.78,26.52,2283,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-15,BL,3344,290969,80511,1.15,0.78,27.67,2283,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-16,BL,3130,290969,83641,1.08,0.79,28.75,2304.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-17,BL,72,290969,83713,0.02,0.79,28.77,2309.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-18,BL,0,290969,83713,0,0.82,28.77,2374.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-19,BL,3285,290969,86998,1.13,0.83,29.9,2415.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-20,BL,3241,290969,90239,1.11,0.82,31.01,2399.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-21,BL,3548,290969,93787,1.22,0.89,32.23,2592.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-22,BL,3633,290969,97420,1.25,0.95,33.48,2764.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-23,BL,3018,290969,100438,1.04,0.9,34.52,2619.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-24,BL,1425,290969,101863,0.49,0.85,35.01,2465.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-25,BL,1202,290969,103065,0.41,0.78,35.42,2281,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-26,BL,2267,290969,105332,0.78,0.71,36.2,2064.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-27,BL,2164,290969,107496,0.74,0.64,36.94,1855.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-28,BL,2258,290969,109754,0.78,0.63,37.72,1844,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-29,BL,2115,290969,111869,0.73,0.6,38.45,1748.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-04-30,BL,1556,290969,113425,0.53,0.6,38.98,1747.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-01,BL,1346,290969,114771,0.46,0.59,39.44,1710.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-02,BL,534,290969,115305,0.18,0.57,39.63,1670.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-03,BL,2257,290969,117562,0.78,0.58,40.4,1680,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-04,BL,1908,290969,119470,0.66,0.61,41.06,1772.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-05,BL,1978,290969,121448,0.68,0.54,41.74,1580.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-06,BL,2181,290969,123629,0.75,0.52,42.49,1504.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-07,BL,2205,290969,125834,0.76,0.57,43.25,1665.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-08,BL,0,290969,125834,0,0.71,43.25,2065.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-09,BL,0,290969,125834,0,0.77,43.25,2226.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-10,BL,3384,290969,129218,1.16,0.81,44.41,2342,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-11,BL,4713,290969,133931,1.62,0.84,46.03,2442.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-12,BL,3105,290969,137036,1.07,0.84,47.1,2442.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-13,BL,2987,290969,140023,1.03,0.84,48.12,2442.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-14,BL,2909,290969,142932,1,0.86,49.12,2498.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-15,BL,0,290969,142932,0,0.84,49.12,2447.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-16,BL,0,290969,142932,0,0.96,49.12,2802.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-17,BL,3775,290969,146707,1.3,1.09,50.42,3178.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-18,BL,4356,290969,151063,1.5,1.22,51.92,3544,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-19,BL,5593,290969,156656,1.92,1.22,53.84,3544,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-20,BL,5618,290969,162274,1.93,1.22,55.77,3544,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-21,BL,5466,290969,167740,1.88,1.24,57.65,3605.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-22,BL,0,290969,167740,0,1.16,57.65,3385.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-23,BL,0,290969,167740,0,1.02,57.65,2962.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-24,BL,4208,290969,171948,1.45,0.88,59.09,2556.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-25,BL,2814,290969,174762,0.97,0.72,60.06,2083.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-26,BL,2631,290969,177393,0.9,0.79,60.97,2311.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-27,BL,2777,290969,180170,0.95,0.87,61.92,2523.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-28,BL,2157,290969,182327,0.74,0.8,62.66,2331.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-29,BL,1592,290969,183919,0.55,0.78,63.21,2262.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-30,BL,1488,290969,185407,0.51,0.81,63.72,2360.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-05-31,BL,2860,290969,188267,0.98,0.83,64.7,2409.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-01,BL,2333,290969,190600,0.8,0.89,65.51,2582.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-02,BL,3319,290969,193919,1.14,0.87,66.65,2521.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-03,BL,3118,290969,197037,1.07,0.79,67.72,2309,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-04,BL,3366,290969,200403,1.16,0.81,68.87,2343.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-05,BL,1167,290969,201570,0.4,0.87,69.28,2523,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-06,BL,0,290969,201570,0,0.81,69.28,2345.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-07,BL,3103,290969,204673,1.07,0.76,70.34,2209,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-08,BL,3588,290969,208261,1.23,0.71,71.57,2061.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-09,BL,2078,290969,210339,0.71,0.7,72.29,2029.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-10,BL,2161,290969,212500,0.74,0.7,73.03,2029.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-11,BL,2333,290969,214833,0.8,0.71,73.83,2071.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-12,BL,942,290969,215775,0.32,0.76,74.16,2223.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-13,BL,0,290969,215775,0,0.89,74.16,2583,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-14,BL,3401,290969,219176,1.17,1.01,75.33,2945,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-15,BL,4651,290969,223827,1.6,1.13,76.92,3290.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-16,BL,4593,290969,228420,1.58,1.08,78.5,3156,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-17,BL,4695,290969,233115,1.61,1.08,80.12,3156,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-18,BL,4752,290969,237867,1.63,1.14,81.75,3320.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-19,BL,0,290969,237867,0,1.11,81.75,3233.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-20,BL,0,290969,237867,0,1.09,81.75,3162.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-21,BL,4552,290969,242419,1.56,1.05,83.31,3068,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-22,BL,4042,290969,246461,1.39,1.01,84.7,2927.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-23,BL,4095,290969,250556,1.41,1.01,86.11,2927.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-24,BL,4035,290969,254591,1.39,1.01,87.5,2927.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-25,BL,3767,290969,258358,1.29,0.89,88.79,2574.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-26,BL,1,290969,258359,0,0.8,88.79,2330.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-27,BL,0,290969,258359,0,0.75,88.79,2194.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-28,BL,2082,290969,260441,0.72,0.69,89.51,2007.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-29,BL,2331,290969,262772,0.8,0.63,90.31,1830.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-06-30,BL,3147,290969,265919,1.08,0.63,91.39,1830.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-01,BL,2725,290969,268644,0.94,0.63,92.33,1830.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-02,BL,2530,290969,271174,0.87,0.65,93.2,1904.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-03,BL,0,290969,271174,0,0.62,93.2,1810.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-04,BL,0,290969,271174,0,0.56,93.2,1630.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-05,BL,2599,290969,273773,0.89,0.51,94.09,1493.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-06,BL,1673,290969,275446,0.57,0.49,94.67,1413.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-07,BL,1886,290969,277332,0.65,0.52,95.31,1522.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-08,BL,1766,290969,279098,0.61,0.52,95.92,1522.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-09,BL,1971,290969,281069,0.68,0.55,96.6,1599.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-10,BL,760,290969,281829,0.26,0.6,96.86,1733.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-11,BL,0,290969,281829,0,0.59,96.86,1710.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-12,BL,3142,290969,284971,1.08,0.6,97.94,1743.14,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-13,BL,2610,290969,287581,0.9,0.58,98.84,1700,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-14,BL,1725,290969,289306,0.59,0.55,99.43,1591.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-15,BL,1994,290969,291300,0.69,0.55,100.11,1591.43,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-16,BL,1669,290969,292969,0.57,0.51,100.69,1488.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-17,BL,0,290969,292969,0,0.5,100.69,1452.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-18,BL,0,290969,292969,0,0.56,100.69,1617,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-19,BL,2424,290969,295393,0.83,0.55,101.52,1607.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-20,BL,2358,290969,297751,0.81,0.65,102.33,1893.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-21,BL,2874,290969,300625,0.99,0.65,103.32,1893.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-22,BL,1930,290969,302555,0.66,0.65,103.98,1893.29,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-23,BL,3667,290969,306222,1.26,0.66,105.24,1923.57,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-24,BL,0,290969,306222,0,0.59,105.24,1723.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-25,BL,0,290969,306222,0,0.52,105.24,1526.71,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
2021-07-26,BL,2636,290969,308858,0.91,0.46,106.15,1330.86,COVID19VaccDosesAdministered,2021-12-06_07-48-24,detailed
